"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CLDD","DP01","DP10","DT00","DT32","DX32","DX70","DX90","EMNT","EMXP","EMXT","HDSD","HTDD","PRCP","TAVG","TMAX","TMIN"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2010-01",,,"5","2",,,,,,,"0.59",,,,"0.80",,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2010-02",,,"4","1",,,"0","23","13",,"0.11","95",,,"0.21",,"90.5",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2010-03",,,"7","4",,,"0","26","19",,"0.70","94",,,"1.20",,"90.4",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2010-04",,,"20","13",,,"0","26","16",,"4.61","91",,,"17.37",,"89.9",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2010-05",,,"23","16",,,"0","27","9",,"5.31","92",,,"31.00",,"88.6",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2010-06",,,"16","11",,,"0","29","0",,"2.33","89",,,"7.24",,"87.3",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2010-07",,,"16","8",,,"0","29","0",,"1.38","88",,,"4.59",,"85.9",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2010-08",,,"2","2",,,"0","30","0",,"0.40","88",,,"0.58",,"85.5",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2010-09",,,"15","10",,,"0","30","0",,"4.89","88",,,"10.69",,"86.0",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2010-10",,,"13","8",,,"0","31","0",,"1.67","87",,,"6.11",,"86.1",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2010-11",,,"22","17",,,"0","29","0",,"17.44","89",,,"38.22",,"85.8",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2010-12",,,"17","12",,,"0","31","0",,"4.50","90",,,"11.78",,"84.8",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2011-01",,,"7","3",,,"0","28","4",,"0.56","92",,,"1.19",,"86.4",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2011-02",,,"11","4",,,"0","28","2",,"1.61","92",,,"2.98",,"86.0",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2011-03",,,"10","7",,,"0","29","7",,"1.40","97",,,"5.24",,"89.2",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2011-04",,,"15","13",,,"0","29","2",,"2.76","90",,,"13.89",,"88.1",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2011-05",,,"17","9",,,"0","30","1",,"2.58","91",,,"6.18",,"88.4",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2011-06",,,"12","10",,,,,,,"1.53",,,,"8.03",,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2011-07",,,"10","8",,,"0","31","0",,"0.77","89",,,"3.74",,"86.3",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2011-08",,"458","12","7","0","0","0","31","0","74","2.58","88",,"0","6.22","82.7","86.4","79.0"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2011-09",,,"17","13",,,"0","30","0",,"0.72","89",,,"3.34",,"86.8",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2011-10",,,"19","14",,,"0","30","1",,"2.38","90",,,"8.48",,"87.9",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2011-11",,,"15","11",,,"0","28","2",,"1.65","91",,,"6.65",,"87.5",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2011-12",,,"10","4",,,"0","31","2",,"1.34","91",,,"2.86",,"86.9",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2012-01",,,"5","5",,,"0","30","3",,"3.24","92",,,"6.24",,"87.6",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2012-02",,,"10","4",,,"0","29","7",,"2.38","93",,,"5.28",,"89.0",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2012-03",,,"6","3",,,"0","31","2",,"1.43","92",,,"3.17",,"88.7",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2012-04",,,"19","16",,,"0","29","6",,"3.98","91",,,"20.97",,"88.3",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2012-05",,"528","10","6","0","0","0","31","3","74","3.56","91",,"0","7.72","84.6","89.1","80.0"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2012-06",,,"16","6",,,"0","30","0",,"1.57","89",,,"3.77",,"87.5",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2012-07",,,"9","5",,,"0","31","0",,"0.45","89",,,"1.71",,"87.0",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2012-08",,,"19","15",,,"0","31","0",,"1.66","89",,,"7.23",,"87.2",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2012-09",,"432","19","10","0","0","0","30","0","74","2.30","89",,"0","5.66","82.3","86.8","77.9"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2012-10",,,"20","16",,,"0","30","0",,"2.84","90",,,"15.37",,"87.4",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2012-11",,,"14","12",,,"0","30","3",,"1.75","90",,,"7.51",,"87.8",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2012-12",,,"14","6",,,"0","31","2",,"1.46","91",,,"6.12",,"87.3",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2013-01",,,"8","4",,,"0","31","10",,"2.08","94",,,"3.58",,"88.4",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2013-02",,,"8","6",,,"0","27","7",,"1.68","93",,,"6.48",,"88.8",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2013-03",,,"11","7",,,"0","31","10",,"1.07","93",,,"4.25",,"89.5",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2013-04",,,"8","4",,,"0","30","23",,"2.50","92",,,"5.76",,"90.3",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2013-05",,,"24","14",,,"0","29","5",,"5.29","90",,,"15.66",,"88.2",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2013-06",,,"21","14",,,"0","30","0",,"1.33","88",,,"10.52",,"86.0",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2013-07",,"474","20","12","0","0","0","31","0","73","1.39","87","0","0","7.80","81.9","85.9","78.0"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2013-08",,,"9","3",,,"0","31","1",,"0.21","91",,,"0.82",,"86.3",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2013-09",,,"17","13","0","0","0","29","0","74","1.34","88",,,"8.73","81.7","85.9","77.5"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2013-10",,,"22","12",,,"0","31","0",,"0.97","88",,,"5.48",,"86.9",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2013-11",,,"17","13",,,"0","28","1",,"0.83","90",,,"5.93",,"87.7",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2013-12",,,"6","4","0","0","0","27","5","73","2.39","91",,,"5.34","81.4","88.2","74.5"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2014-01","429","429","6","6","0","0","0","31","9","72","2.29","93",,"0","3.38","81.4","88.5","74.3"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2014-02","813","384","2","1","0","0","0","28","5","69","0.70","96",,"0","0.77","81.6","89.0","74.2"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2014-03","1308","495","7","6","0","0","0","31","18","73","1.83","95",,"0","4.03","83.4","90.2","76.5"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2014-04",,,"17","10",,,"0","30","20",,"2.71","92",,,"9.99",,"90.0",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2014-05",,,"16","10",,,"0","31","7",,"0.48","91",,,"3.30",,"88.9",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2014-06",,,"15","10",,,"0","29","0",,"4.05","89",,,"8.54",,"87.8",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2014-07",,,"8","6",,,"0","30","0",,"1.22","89",,,"2.60",,"87.6",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2014-08",,,"18","12",,,"0","29","0",,"2.74","88",,,"10.71",,"86.4",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2014-09",,,"24","15",,,"0","29","0",,"1.43","88",,,"11.41",,"87.0",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2014-10",,,"24","19",,,"0","31","0",,"3.20","89",,,"19.67",,"86.7",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2014-11",,,"21","14",,,"0","29","1",,"3.63","91",,,"10.97",,"86.1",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2014-12",,,"24","18",,,"0","31","0",,"3.52","89",,,"18.76",,"85.2",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2015-01",,,"4","3",,,"0","31","7",,"0.93","93",,,"1.56",,"88.6",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2015-02",,,"11","7",,,"0","25","3",,"1.93","92",,,"4.80",,"88.0",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2015-03",,,"15","10",,,"0","30","3",,"2.56","90",,,"7.34",,"88.7",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2015-05",,,"19","13",,,"0","31","8",,"1.54","92",,,"6.31",,"89.4",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2015-06",,,"26","18",,,"0","30","2",,"2.84","90",,,"9.63",,"88.4",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2015-07",,,"10","5",,,"0","31","0",,"0.57","89",,,"1.69",,"88.1",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2015-08",,,"20","8",,,"0","30","1",,"0.81","90",,,"3.58",,"88.4",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2015-09",,,"23","21",,,"0","27","0",,"5.12","89",,,"23.76",,"87.4",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2015-10",,,"26","20",,,"0","30","0",,"1.51","89",,,"9.87",,"87.5",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2015-11",,,"23","17",,,"0","30","2",,"2.94","91",,,"17.38",,"87.6",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2015-12",,,"19","15",,,"0","30","7",,"4.50","93",,,"18.22",,"88.6",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2016-01",,,"3","2",,,"0","29","15",,"0.59","95",,,"1.16",,"90.2",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2016-02",,,"6","5",,,"0","28","16",,"2.02","96",,,"4.19",,"90.6",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2016-03",,,"11","7",,,"0","30","27",,"1.97","94",,,"3.23",,"91.2",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2016-04",,,"12","8",,,"0","27","27",,"2.09","96",,,"7.11",,"92.0",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2016-05",,,"28","24",,,"0","28","13",,"8.63","92",,,"29.65",,"89.5",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2016-06",,,"14","11",,,"0","27","0",,"1.90","89",,,"5.21",,"88.0",
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2016-07",,"475","7","5","0","0","0","30","0","74","0.95","89","0","0","1.85","83.3","87.3","79.4"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2016-08",,,"2","0",,,,,,,"0.02",,,,"0.03",,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2016-09",,,"5","3",,,"0","26","0",,"0.70","89",,,"1.17",,"87.1",
